poem,all,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
"where will-o ’ - the-wisps and glow-worms shine ,<br>in bulrush and in brake ;<br>where waving mosses shroud the pine ,<br>and the cedar grows , and the poisonous vine<br>is spotted like the snake ;",-0.23281191289424896,-0.24876320362091064,-0.2551593482494354,-0.25728192925453186,-0.25302407145500183,-0.2578442692756653,-0.24765677750110626,-0.26102155447006226,-0.25443145632743835,-0.2544417381286621,-0.2550118863582611
"the castle of our desire vult, and we desire <br>we should a drink, as full, as dry, and as indeed <br>we cannot touch the tables, as indeed they are <br>the stay of queens above, and list to adventures of men <br>with flowing water and a listless store",-0.232839897274971,-0.24844974279403687,-0.2553672790527344,-0.25700974464416504,-0.25395113229751587,-0.2583438456058502,-0.24670612812042236,-0.2616172134876251,-0.25507956743240356,-0.25374120473861694,-0.25473201274871826
"and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",-0.23280522227287292,-0.24715130031108856,-0.254747211933136,-0.2562796473503113,-0.25317758321762085,-0.2563747763633728,-0.24497584998607635,-0.2593541443347931,-0.2537573277950287,-0.2522522807121277,-0.25418099761009216
"the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,",-0.23279675841331482,-0.24696190655231476,-0.25494319200515747,-0.25637730956077576,-0.25392964482307434,-0.2568712830543518,-0.24415716528892517,-0.26047590374946594,-0.2539878785610199,-0.2524334490299225,-0.25104212760925293
"i do not ask for me a thing , <br>and i 'll be a boy , as i am here , <br>and i am weary , and my heart and soul , <br>i will not go .",-0.232792928814888,-0.24786806106567383,-0.25439175963401794,-0.2549304664134979,-0.2517232596874237,-0.2559301257133484,-0.2471005767583847,-0.2581934630870819,-0.25341302156448364,-0.25221797823905945,-0.254279762506485
"then let us all most merry be ,<br>and sing with cheerful voice ,<br>for we have good occasion now<br>this time for to rejoice .<br>for , etc .",-0.23290033638477325,-0.24703840911388397,-0.25599852204322815,-0.2582569420337677,-0.25393521785736084,-0.2579595446586609,-0.24486714601516724,-0.26215410232543945,-0.2542378008365631,-0.2559652030467987,-0.25195547938346863
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he who with his maker knew <br>the gorge with ferns and more desired, he",-0.2328864485025406,-0.2462698072195053,-0.2557578980922699,-0.25633370876312256,-0.2536507844924927,-0.2570004165172577,-0.24390439689159393,-0.25980082154273987,-0.25492173433303833,-0.25281447172164917,-0.2515579164028168
"from the to a little boat ,<br>the dawn , the blue and real his voice ,<br>the angry widow breast ;<br>but sound brilliant voice his silly deadlier ancient do<br>thy due , and cannot save<br>if god pierce wanting , that we show ? we",-0.23286308348178864,-0.2454567849636078,-0.25569838285446167,-0.2566421926021576,-0.25343799591064453,-0.25712519884109497,-0.2436063438653946,-0.26002272963523865,-0.25426146388053894,-0.2534302771091461,-0.2508682310581207
"surrounded by my greatest millionaire, <br>i hid behind this pretty small cafe ! <br>no one who ever had an empty chair ! <br>was very busy selling triple j. <br><br>and people having talent competition. <br>with fifty hundred million featuring, <br>for any famous little paris hilton ! <br>to show the world of other teams competing.",-0.23280510306358337,-0.24741597473621368,-0.25539425015449524,-0.25829803943634033,-0.25518491864204407,-0.25746434926986694,-0.24475215375423431,-0.25957825779914856,-0.2536149024963379,-0.2530759274959564,-0.2552722096443176
"the castle of our desire vultures we should defend <br>and blot the modest el vines with fraternal rage <br>spread like a bessoon by the siciest women's malice rear <br>the castle snowed columns, lest it should fall <br>his ruinic heat should stain the modest air",-0.23285312950611115,-0.2494678944349289,-0.25442829728126526,-0.25654152035713196,-0.2533632218837738,-0.257019966840744,-0.2466934323310852,-0.2601262032985687,-0.2547004222869873,-0.2537345886230469,-0.25436341762542725
"and next is the island-of-lullaby ,<br>and every one there rejoices .<br>the winds are only a perfumed sigh ,<br>and the birds that sing in the treetops try<br>to imitate mothers ’ voices .",-0.23282571136951447,-0.24695540964603424,-0.25459182262420654,-0.25668972730636597,-0.25344470143318176,-0.25730428099632263,-0.2457299530506134,-0.26055553555488586,-0.2534557282924652,-0.2534884810447693,-0.25191694498062134
"the breed's described : now, with a merrynet <br>and a wintery bier than enough and shall be <br>in winter and in solitude ; the winter's gone <br>and the zumber is in the lily and the snow <br>here too the verdure of the gather",-0.23282788693904877,-0.24606335163116455,-0.2542172372341156,-0.2563142776489258,-0.25227364897727966,-0.2555990219116211,-0.24433787167072296,-0.260585755109787,-0.25416067242622375,-0.2528194785118103,-0.25206053256988525
"saw ye my saviour ? heard ye the glad sound ?<br>felt ye the power of the word ?<br>‘ twas the truth that made us free ,<br>and was found by you and me<br>in the life and the love of our lord .",-0.23290245234966278,-0.24897149205207825,-0.25792384147644043,-0.2585958242416382,-0.2545752227306366,-0.2581479847431183,-0.24709263443946838,-0.26119324564933777,-0.2551978826522827,-0.255391925573349,-0.25420916080474854
"is dreaming here, perhaps about the mind,<br>about becoming conscious of the true,<br>the beauty of the world, about his kind,<br>about the nature, nature poet, who,<br>like plato, is himself inside the mind,<br>about the nature of the poems) you,<br>the reader, who believe that poets find,<br>or even must, another world inside,<br>perhaps another language even side.",-0.23289087414741516,-0.2512642741203308,-0.2565048635005951,-0.2573283612728119,-0.25339406728744507,-0.25746098160743713,-0.24769912660121918,-0.26124274730682373,-0.2549673020839691,-0.25495487451553345,-0.2564416229724884
"“ ‘ here he comes , holds in mouth this time<br>— what may the thing be ? well , that 's prime !<br>now , did you ever ? reason reigns<br>in man alone , since all tray 's pains<br>have fished — the child 's doll from the slime ! ’",-0.2328849583864212,-0.24687157571315765,-0.2571902573108673,-0.25991639494895935,-0.2557767927646637,-0.25873637199401855,-0.24658203125,-0.26229849457740784,-0.25622373819351196,-0.256997287273407,-0.25490573048591614
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of women, who the stones <br>with stones and fire into the victims find <br>the lily or the lily of the mough",-0.232868954539299,-0.24837766587734222,-0.2561718225479126,-0.2578900456428528,-0.2543181777000427,-0.2579161822795868,-0.24543802440166473,-0.2615821659564972,-0.2550796568393707,-0.254597932100296,-0.25344720482826233
"tall butternuts and hickories ,<br>the pawpaw and persimmon trees ,<br>the beech , the chestnut , and the oak ,<br>wall shadows huge , like ghosts of bees<br>through which gold sun-bits soak .",-0.2329101264476776,-0.2428150475025177,-0.2532154321670532,-0.2546541392803192,-0.2503882646560669,-0.2557055354118347,-0.24237412214279175,-0.26016584038734436,-0.2518879473209381,-0.2513863146305084,-0.24995405972003937
"so the evil 's triumph sendeth , with a terror and a chill ,<br>under continent to continent , the sense of coming ill ,<br>and the slave , where'er he cowers , feels his sympathies with god<br>in hot tear-drops ebbing earthward , to be drunk up by the sod ,<br>till a corpse crawls round unburied , delving in the nobler clod .",-0.23280075192451477,-0.24411191046237946,-0.25338098406791687,-0.25468116998672485,-0.2506760358810425,-0.2562304139137268,-0.24419689178466797,-0.2585822641849518,-0.2532660663127899,-0.25114020705223083,-0.2519441843032837
"she sang , and the song trembled down to my breast ,—<br>( it was sweet , so sweet the singing . )<br>as a dove just out of its fledgling nest ,<br>and , putting its wings to the first sweet test ,<br>flutters homeward so wearily winging .",-0.2328324168920517,-0.24606622755527496,-0.2547684907913208,-0.25571632385253906,-0.2527208924293518,-0.257486492395401,-0.24514226615428925,-0.2604648172855377,-0.25435569882392883,-0.2522055506706238,-0.2510058283805847
"and like the pangs which yet cannot retain<br>a god; but and put gently back again<br>let me much only may i say; but i<br>is it to me not, by a moment, die",-0.23283694684505463,-0.24698081612586975,-0.25694477558135986,-0.25832441449165344,-0.25466233491897583,-0.2579488754272461,-0.2451416552066803,-0.26193395256996155,-0.2561793029308319,-0.25471100211143494,-0.25390440225601196
"the gods have ceased to be <br>a thousand friends , and he loves me to the place <br>of the great bleeding heart to me . <br>what then , how could i be ?",-0.23275314271450043,-0.24986189603805542,-0.2581597864627838,-0.258973091840744,-0.25509950518608093,-0.259082555770874,-0.24753011763095856,-0.26282280683517456,-0.2569478154182434,-0.2547317147254944,-0.2547374665737152
"until my mother finally replied, <br>each other night another brother came ! <br>his father had become unsatisfied ! <br>a very little hero soon became. <br><br>and then an evening after day began, <br>he knew what any second life was taking. <br>but then the early morning children ran ! <br>not going back to where they started staying.",-0.23275622725486755,-0.24676741659641266,-0.2555806636810303,-0.25677886605262756,-0.2539167106151581,-0.2561720013618469,-0.2451256662607193,-0.2588350474834442,-0.25248101353645325,-0.252066969871521,-0.2505737245082855
"wak è d up by god's presence, with a frown<br>the shadow in herself it was begun<br>and with all on the summer to decay<br>and left me for a little doom away",-0.23279571533203125,-0.24812676012516022,-0.25566720962524414,-0.257790744304657,-0.2541460394859314,-0.2582273483276367,-0.245672807097435,-0.2610921263694763,-0.2549276351928711,-0.25382277369499207,-0.2530783712863922
"the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one lily yet the child of lower <br>who would fain be found by many a varying course <br>thelily could not, till more safe than he",-0.23287498950958252,-0.24779976904392242,-0.25588688254356384,-0.2577196955680847,-0.2536507844924927,-0.25732913613319397,-0.24521274864673615,-0.2607835531234741,-0.25525176525115967,-0.2541256546974182,-0.252301961183548
"amid me never summer long ago ,<br>hot with devil will be , presence thee ;<br>each day 's us as i go ,<br>and cannot flow in every ” to-day ;<br>we shall not fear that we all different upon earth and dark",-0.23289968073368073,-0.25074928998947144,-0.25665637850761414,-0.25941723585128784,-0.2548697292804718,-0.2589520812034607,-0.2474619746208191,-0.26247185468673706,-0.2561086416244507,-0.2548198401927948,-0.2559928596019745
"but even after wu di emperor. <br>for those who ever thought was never true, <br>or sleeping by another sacred treasure ! <br>the holy doctor ordered social brew. <br><br>how many people merely eating meat, <br>are you not being mental nor unclean ! <br>no one has given me enough to eat ! <br>too busy eating japanese cuisine.",-0.2328779399394989,-0.2472439855337143,-0.2556186616420746,-0.2567397356033325,-0.2522006034851074,-0.25699010491371155,-0.24541865289211273,-0.26095104217529297,-0.25417688488960266,-0.2529149651527405,-0.2519698143005371
"and wilt the god and such as i may see<br>beloved, this is not a spot of this<br>blest is the art with beauty that to kiss<br>that truth can take, but little as to be",-0.23282887041568756,-0.24651628732681274,-0.255510151386261,-0.2565949857234955,-0.25275301933288574,-0.257624089717865,-0.2438017874956131,-0.2600391209125519,-0.25487831234931946,-0.2525007724761963,-0.2534387409687042
"ask if i love thee ? how else could i borrow<br>pride from man 's slander , and strength from my sorrow ?<br>laugh when they sneer at the fanatic 's bride ,<br>knowing no bliss , save to toil and abide<br>weeping by thee .",-0.23286756873130798,-0.24646370112895966,-0.2554573118686676,-0.25489065051078796,-0.2535260021686554,-0.25555551052093506,-0.24408940970897675,-0.258835107088089,-0.2536786198616028,-0.2528369128704071,-0.24997718632221222
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",-0.23286613821983337,-0.24783220887184143,-0.25603002309799194,-0.25789257884025574,-0.254294753074646,-0.25797131657600403,-0.2453216165304184,-0.26029306650161743,-0.25601527094841003,-0.25405991077423096,-0.2530180811882019
"they sorrow , who were called<br>from her sweet smile to part ,<br>who wore her love-links fondly twined<br>like woven threads of gold refined<br>around their inmost heart .",-0.2328050136566162,-0.24791014194488525,-0.255842000246048,-0.2555582523345947,-0.2533190846443176,-0.25717049837112427,-0.24521303176879883,-0.259563148021698,-0.25385627150535583,-0.2529172897338867,-0.2530461549758911
"unknown, australia? surely only dreams,<br>the visions of an artist who was quote,<br>before, among the poets of his seems,<br>as one of those creative spirits which,<br>without apparent motive other, feed,<br>and prosper by their own av off pitch,<br>upon which other angels also need,<br>and even with delight. and therefore, when,<br>in his artistic efforts being then.",-0.2328389436006546,-0.24266186356544495,-0.2563437819480896,-0.25772157311439514,-0.25257107615470886,-0.256855845451355,-0.2433212697505951,-0.26188772916793823,-0.2551690936088562,-0.25421884655952454,-0.25142765045166016
"the people from behind melinda gates, <br>are causing unemployment compensation ! <br>not like awareness month united states ! <br>it needs no greater moral obligation. <br><br>or any social alcohol addiction, <br>to fill a mental health facility. <br>we only need a ten percent prescription ! <br>and criminal responsibility.",-0.23276054859161377,-0.24750642478466034,-0.2549673914909363,-0.25777846574783325,-0.2534116506576538,-0.258257657289505,-0.24543829262256622,-0.2609540820121765,-0.2548104524612427,-0.25307148694992065,-0.25412511825561523
"and through black wave and stormy blast ,<br>and out of the fog-wreath dense and dun ,<br>guided and held , shall the vessel run ,<br>gain the fair haven , night being past ,<br>and anchor in the sun ?",-0.23282745480537415,-0.24798133969306946,-0.25617319345474243,-0.2571752667427063,-0.2532413601875305,-0.25785717368125916,-0.2464006394147873,-0.25976771116256714,-0.256173700094223,-0.25391077995300293,-0.2543489634990692
"among, my other teachers, people, whom,<br>among the people, people i have scene,<br>before another picture, other room,<br>another country, other landscape, same,<br>except, however, only seeing them,<br>among, myself. perhaps because i came,<br>amongst the people only after hem,<br>among myself, perhaps, among myself,<br>amongst another picture, only self.",-0.23277384042739868,-0.24851948022842407,-0.25522682070732117,-0.25605079531669617,-0.2531484365463257,-0.25769931077957153,-0.24332353472709656,-0.25867190957069397,-0.2558482885360718,-0.2517951428890228,-0.25345706939697266
"when all is done , say not my day is o'er ,<br>and that thro ’ night i seek a dimmer shore :<br>say rather that my morn has just begun ,—<br>i greet the dawn and not a setting sun ,<br>when all is done .",-0.2328801155090332,-0.24532504379749298,-0.2556760013103485,-0.25701355934143066,-0.2542397379875183,-0.25667238235473633,-0.2444993257522583,-0.2619541585445404,-0.25491949915885925,-0.252984881401062,-0.2508547306060791
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",-0.23281285166740417,-0.2480771541595459,-0.25590261816978455,-0.25711798667907715,-0.25452396273612976,-0.2585868239402771,-0.24654242396354675,-0.26138928532600403,-0.256076842546463,-0.2534961700439453,-0.2537989318370819
"all winds like stars. but by a sunlight blow<br>a star of light and night, so less apart<br>i want to bow, expand the eyes to glow<br>and tremble at the bosom of my heart",-0.2327493280172348,-0.24307601153850555,-0.25480616092681885,-0.2556776702404022,-0.2518863379955292,-0.25559309124946594,-0.24217692017555237,-0.25991496443748474,-0.2537948191165924,-0.25071126222610474,-0.24926874041557312
"the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one satisfy worn with our lore <br>the castle still is dismal, an as word <br>in the end, the children are to be seen",-0.23285605013370514,-0.24767592549324036,-0.255844384431839,-0.25729167461395264,-0.25385236740112305,-0.2575446367263794,-0.2465071976184845,-0.2607087194919586,-0.2555404305458069,-0.25372761487960815,-0.25303301215171814
"april in england ! and her sons are lying<br>on these red fields , and dreaming of her shore ;<br>april ! we hear the thrushes ’ songs replying<br>each unto each , above the cannons ’ roar .<br>april in england ! shall we see it more ?",-0.23277495801448822,-0.24629463255405426,-0.2543512284755707,-0.25530847907066345,-0.2522677183151245,-0.25484970211982727,-0.24480567872524261,-0.25850385427474976,-0.2533360719680786,-0.2521245777606964,-0.25307953357696533
"a tree , violet are from the leaves ,<br>fresh breath with glee brain ,<br>in all that summer day year ,<br>and we rise by the break of riding , far of an ancient judgment guard no fear ,<br>the muse it strain .<br>from answered 's so , call",-0.23289552330970764,-0.2440153956413269,-0.2532162070274353,-0.2551365792751312,-0.25263288617134094,-0.2554817795753479,-0.2430829554796219,-0.2595444917678833,-0.25205689668655396,-0.2509184181690216,-0.24897032976150513
"the castle of our desire vultures we must be proud <br>we saw once at the inn of time our joyous thought <br>we transformed it to an hour of shame <br>and tired men mock it, with the victor's right <br>we found it in the tables, not working wrong",-0.23286764323711395,-0.24488592147827148,-0.25532519817352295,-0.25649866461753845,-0.25422748923301697,-0.2578658163547516,-0.24425150454044342,-0.26093432307243347,-0.2549978792667389,-0.2529488205909729,-0.2515712380409241
"without delay, the other, even he,<br>the fellow, entered into battle when,<br>without surprise, upon his sudden. me,<br>and other servants, many of the same,<br>against his will, began the battle. he,<br>however valiant he appeared in fame,<br>in battle never suffered damage- ne,<br>however noble he appeared, himself,<br>without reserve, inflicted lasting shelf.",-0.2328864336013794,-0.24364066123962402,-0.2540445029735565,-0.25511977076530457,-0.25076425075531006,-0.2551184892654419,-0.24336043000221252,-0.25964704155921936,-0.2542576193809509,-0.2527259290218353,-0.2506043314933777
"with his philibeg an ’ tartan plaid ,<br>an ’ gude claymore down by his side ,<br>the ladies ’ hearts he did trepan ,<br>my gallant braw john highlandman .<br>sing , hey , & c .",-0.23292219638824463,-0.245404914021492,-0.25393444299697876,-0.2550247311592102,-0.25301066040992737,-0.25723642110824585,-0.2459600567817688,-0.2586340308189392,-0.25262269377708435,-0.25257837772369385,-0.2527002692222595
"think not they come for love of thee !<br>they seek from ennui to be free ,<br>to ask some boon , or tell some tale<br>which , true or false , will rarely fail<br>to leave behind a poisoned trail .",-0.23284615576267242,-0.2476307451725006,-0.2547219395637512,-0.2551365792751312,-0.25222280621528625,-0.2548607885837555,-0.24573566019535065,-0.25817614793777466,-0.25331026315689087,-0.25127580761909485,-0.25166139006614685
"his mother then did give jack some advice ,<br>to her son a thief , who was not o'er nice ;<br>says she — “ fight your way , jack , and stand the brunt ,<br>you 're of no use , my child , without the blunt ,[ 10 ]<br>foddy , loddy , high o . ”",-0.23283794522285461,-0.24654527008533478,-0.2555568516254425,-0.2566165030002594,-0.25319334864616394,-0.2554728090763092,-0.2453548014163971,-0.26021653413772583,-0.25464215874671936,-0.25263702869415283,-0.2517247796058655
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of sight <br>this lily the hand of the poor man",-0.23286709189414978,-0.24736768007278442,-0.2551981210708618,-0.25725308060646057,-0.2536792457103729,-0.2574993371963501,-0.24466270208358765,-0.2607349157333374,-0.2552972435951233,-0.25346681475639343,-0.2523655295372009
"my darling child, to me; i have enjoyed,<br>myself enjoy the present pleasure. to,<br>myself, the future trouble, i shall void,<br>myself enjoy, and empty into air.<br>i am afraid, indeed, that you delight,<br>myself enjoy; you seem so lovely- faire,<br>without the shadow even, therefore- quite,<br>without the shadow, even, of regret.<br>indeed i cannot say enough in debt.",-0.23291277885437012,-0.24749889969825745,-0.2555850148200989,-0.2569217383861542,-0.2537844181060791,-0.2562662959098816,-0.24621416628360748,-0.2600572407245636,-0.2543328106403351,-0.2535060942173004,-0.2532255947589874
"so much of all my reason or the call<br>sure in my words with that you cannot tell<br>me rather to be more than me such and<br>and i, not shut to him, i understand",-0.23288269340991974,-0.2471240758895874,-0.2555074691772461,-0.25666293501853943,-0.252828449010849,-0.25633862614631653,-0.2452482134103775,-0.2607080340385437,-0.25529566407203674,-0.2522924542427063,-0.2549627423286438
"a night on earth!: her nether body rolled<br>pit feebly down, and tumbled by the flood<br>and on his altar, for his sons to gold<br>for to admit the ashes in a shroud",-0.23286131024360657,-0.24629104137420654,-0.25638052821159363,-0.2570248544216156,-0.25279176235198975,-0.25756311416625977,-0.24460384249687195,-0.26010650396347046,-0.2564726769924164,-0.25308606028556824,-0.2522389888763428
"and dreaming, dreaming. it is very sad,<br>and very silly; very touching( keep,<br>beloved; whatever happens to you add,<br>i love you very much; and always add,<br>i always love you very well, and oh,<br>and oh again, and oh, until i had,<br>perhaps myself become as sad as so,<br>and so on for about an hundred times,<br>but, oh again, and on forever crimes.",-0.23287546634674072,-0.24811358749866486,-0.256567120552063,-0.2569787800312042,-0.2546141743659973,-0.2566831409931183,-0.24582943320274353,-0.26022839546203613,-0.2558552324771881,-0.2545444965362549,-0.2534137964248657
